transaction_id,customer_id,transaction_amount,previous_balance,transaction_time,customer_age,employment_status,transaction_type,device_os,credit_score,number_of_accounts,IP_country,previous_fraudulent_transactions,failed_login_attempts,fraud_risk_score,transaction_velocity_6h,distance_from_last_transaction,account_balance_after_transaction,transaction_deviation,transaction_z_score,fraud_Cases
8069736e-9649-4b7e-8133-0bb18e4f2b24,a7bbbe3c-567f-4d7a-889c-f1717ba58385,1893.8424527052716,19052.214702140704,2024-11-05 13:17:37,76,Retired,Wire Transfer,iOS,805,3,Germany,4,0,0.9188328656636732,28,1645.168015044346,17158.372249435433,0.0,-0.4279389093004473,1
9fd2b038-dc0b-4010-9e6b-6f8685972383,45dcdd73-393b-481a-a1ba-f74723b4c6ec,95.78978553173025,7455.654299352681,2025-03-11 16:47:06,27,Employed,Wire Transfer,Linux,398,3,Nigeria,1,1,0.9560936435541504,1,810.1996994872327,7359.86451382095,0.0,-1.6828747146374483,1
312d8983-0243-44db-b306-16fccb76535c,c64699dd-b737-45ee-814d-5515fd26273b,2127.966431143152,15926.575893728375,2024-04-11 06:38:22,25,Student,ATM Withdrawal,Android,335,3,Germany,2,1,0.9059607130484972,25,502.75791752606256,13798.609462585224,0.0,-0.2645340386903435,1
11ae51d4-1f69-4882-b424-a9374792288c,67f6d894-9a29-49f3-a8f2-a0aaa5ba7e3b,1374.7863539077894,8168.513527456281,2024-07-03 10:02:45,50,Student,ATM Withdrawal,Windows,512,1,China,2,4,0.975789098077549,8,1925.15890747202,6793.727173548492,0.0,-0.790209767797292,1
15253a2f-6a8e-4519-81bf-ad6406ec6694,ebd7af57-9c56-4363-be9c-78f974a5eb1f,2244.550423873304,2050.2138755881224,2024-09-21 06:32:45,36,Employed,Online Purchase,Windows,554,2,Nigeria,2,2,0.9990617476782104,17,1889.812538004566,-194.33654828518135,0.0,-0.1831652170327434,1
90e7c9cb-f0e6-4b1a-8409-a0a03a5be578,018049fc-587e-4aff-8604-d35c05f55d45,3184.7236173507195,18161.65353889742,2024-12-03 06:26:37,66,Unemployed,ATM Withdrawal,Linux,792,2,India,1,0,0.0057034316661679,1,465.7268702295947,14976.9299215467,0.0,0.4730207920053142,0
818a322e-1645-4d0f-9e0a-bca737d6b3d4,9573e47e-8839-400a-bcb5-bd2e2a8b13cc,3479.555759695077,9166.475244778956,2024-04-21 19:46:35,75,Employed,ATM Withdrawal,Android,543,2,USA,1,1,0.3464609797974965,15,203.3559171790993,5686.919485083879,0.0,0.6787964173510204,0
1bdd94fe-91d1-4fe6-a615-8167b7b73bc7,40552e9c-3363-4ed6-a117-1d7b22b5c4bf,3513.572344834363,1679.8982446216692,2025-02-26 15:10:56,21,Unemployed,Online Purchase,Android,676,3,UK,1,3,0.5379291666381387,12,929.183621183716,-1833.6741002126937,0.0,0.702538008154191,0
d5272cad-1502-463a-a9a5-24e048e2e65c,4d625c10-a509-49ca-8371-29a2e8c788cd,2589.708731919155,15507.830795042702,2024-11-11 19:46:02,43,Unemployed,Wire Transfer,Linux,338,1,USA,3,3,0.8704711856651943,19,1338.5486513334722,12918.122063123548,0.0,0.0577351343219096,1
8fc994fe-f85e-4f0e-8dc0-d2d86cdfc483,7d28ae1d-fbd6-4ad4-be03-090905081bdd,459.7031473412523,9286.258000292491,2024-08-20 15:14:32,26,Retired,ATM Withdrawal,Windows,319,1,India,2,1,0.9642597121354558,17,1106.206540523992,8826.55485295124,0.0,-1.4288844305301307,1
2e98cb9b-fee1-4c0c-b30e-0fb993242e0b,aac01945-4cdf-4661-9b04-9c214cd48fa1,2551.569372067656,14931.487377981914,2024-06-11 18:01:35,48,Retired,Online Purchase,macOS,818,3,USA,2,4,0.1540142330313518,24,28.01890826633757,12379.918005914258,0.0,0.0311160874251819,1
ef724c0c-abb7-4fc7-a44d-20812f7852ea,cec16af1-3f54-461f-bfba-9cd05edce41e,2374.8619548090883,11239.824263417582,2024-03-27 02:51:15,42,Employed,Online Purchase,macOS,339,1,China,3,3,0.9127366014177904,25,1373.9862799741531,8864.962308608494,0.0,-0.0922153750146771,1
6875d9ef-0973-45c3-9496-c84bb78ec69a,bb72c2df-c141-497d-9b3f-3fc2a9f68000,3993.504326567229,7937.028316624742,2024-07-18 19:38:02,40,Employed,ATM Withdrawal,Android,731,1,Germany,4,2,0.3981414963568077,29,1938.7116958461625,3943.523990057513,0.0,1.0375025167020304,1
89212dda-504e-46fe-a725-2cb3a4726655,1cee48ad-bbeb-4ee8-950e-ed05b727ad2a,3269.3441346986865,7099.2717389661,2025-02-13 12:49:35,26,Unemployed,Online Purchase,Linux,806,3,Germany,3,1,0.9126087785129008,13,1643.2622669084617,3829.9276042674137,0.0,0.5320809736255978,1
5f05820d-df21-4de1-bf22-cc6cfcef69bb,8260744c-4038-42d9-91c9-4bfe67078790,2961.894246651932,1423.716912176582,2024-08-17 13:49:10,34,Student,ATM Withdrawal,Android,724,2,India,3,3,0.7226653293046762,25,523.4289973516593,-1538.1773344753497,0.0,0.3174988983056169,1
c9088cf8-353e-4324-a933-5d0141b5379e,d7c95b02-f075-4439-b480-9fe871b299ee,2333.690597019712,15239.200716651138,2025-03-12 08:22:45,36,Unemployed,Online Purchase,Linux,756,3,UK,4,3,0.5202113377864229,26,1813.7912365671157,12905.510119631424,0.0,-0.1209505794875513,1
ca74f1d4-fd2a-4146-90a8-cbcb4add82f0,7408ecf9-7a0d-4413-99f3-1404f3a552f8,4381.188469489443,18254.95564146398,2024-03-25 21:14:28,58,Employed,ATM Withdrawal,Linux,766,2,USA,4,4,0.3302369553379708,19,903.9664942655636,13873.767171974538,0.0,1.308083418472422,1
317bd95f-26f0-4a73-9c9b-f15370a603d0,47d59ef8-a29b-40bd-8f3d-ff95ff64ba40,3467.7740104116874,15830.43072767268,2024-06-29 01:21:44,49,Unemployed,Online Purchase,macOS,687,3,China,0,3,0.7506484559419552,15,987.944177888197,12362.656717260994,0.0,0.6705734440782343,0
411e97d0-84c6-49b8-8f2e-9352bb065e02,eef30b82-505f-4466-ad05-af085ce3d7a8,375.786903846645,18116.190759675912,2024-05-19 05:53:50,75,Retired,Wire Transfer,Linux,606,3,USA,0,0,0.7958823087744854,16,1369.087153542971,17740.403855829267,0.0,-1.487453070110807,1
ac117916-6c7c-4136-a7b7-b30a7293730d,8470de79-ac38-445e-be8f-120a02f0e547,2774.768350618531,8820.378340055695,2024-07-24 10:55:30,62,Student,Wire Transfer,Android,336,3,Nigeria,3,2,0.382181690014498,3,1707.5826108349129,6045.609989437164,0.0,0.1868959458308,1
d14a1c21-2d87-462b-af07-10c8a28efeeb,d25ddfdd-d063-4a03-ba4b-c67e8e05438c,96.78186962835474,13233.448996915597,2024-12-27 16:19:42,56,Employed,Online Purchase,iOS,438,1,Nigeria,4,3,0.7602390252656861,12,291.81960714356927,13136.66712728724,0.0,-1.682182297848169,1
672fba86-9725-451b-9f35-7c1505dbbbd1,01b7b27b-5275-42da-bcad-5fe8e6a9dc5e,4435.370245691243,10288.013136891996,2025-02-07 17:02:06,62,Employed,Wire Transfer,Linux,404,1,Germany,1,3,0.2857789762647753,13,1367.6412422149183,5852.642891200752,0.0,1.3458991355499863,1
a87717b4-6796-4c33-b2d8-7eddf1719c61,c4260008-a71d-40e9-a0a1-989f940cb60e,1070.7324010482582,6025.016348234102,2024-07-04 06:45:17,21,Employed,Wire Transfer,Linux,318,1,India,3,1,0.3039172818489817,16,666.7424528040644,4954.283947185844,0.0,-1.0024216785849125,1
55b317bc-7de8-4574-a8dd-3847eeed92a1,bd3e68b7-d454-4368-b9f8-bbc35949c898,3616.557785427217,17730.726623624316,2024-04-29 22:15:15,29,Student,Wire Transfer,iOS,425,2,India,4,2,0.2502577882900433,14,1464.716235188612,14114.1688381971,0.0,0.7744158341978176,1
c302ef7a-4510-49c5-bab9-4c2b0f4cf655,b4620096-38e0-44fe-88a4-e88f252e04d3,2082.309728454971,17947.49011436143,2024-05-03 10:48:25,28,Retired,ATM Withdrawal,Linux,813,2,India,1,3,0.4703581920637374,28,1895.403386941096,15865.180385906458,0.0,-0.2963997520829839,1
01578e1b-cc9e-4304-9b2b-0c075cd79e21,b0e6e8a3-264c-4944-93e4-7ea1dd74cbe4,1676.2376097579786,2227.9433929844163,2024-11-28 18:13:42,61,Employed,Wire Transfer,Windows,783,1,China,4,4,0.0995120675327271,10,1325.5391168530923,551.7057832264377,0.0,-0.5798143875969548,1
a34d8fd6-6531-4d24-88e7-0d06ccf72ac6,cc7b7842-c178-4005-a863-64654a02a13c,3832.0120117810966,7805.16455488411,2024-04-30 08:21:54,37,Retired,Online Purchase,macOS,620,2,USA,2,1,0.859009600843533,7,136.460017397118,3973.152543103013,0.0,0.924790307648417,1
24911848-7cea-4143-b656-9ab1840db551,798d90a7-a076-4e58-8c31-4e315fdea2c6,4453.947999842876,1676.8670836483418,2024-05-14 06:20:14,30,Employed,Online Purchase,Android,610,2,India,1,0,0.4533265355242782,13,1646.4992344201269,-2777.0809161945344,0.0,1.358865323522823,1
75bf478f-80e1-445a-a6bc-df8651e559a9,b793917c-c06b-46bd-bd0e-11a202fb7a22,2830.3686366850093,2240.468139582317,2025-02-23 00:50:27,70,Employed,Online Purchase,Linux,607,2,UK,4,3,0.9536554600490604,16,1497.3603973988115,-589.9004971026925,0.0,0.2257016999923212,1
19a7a8b8-ee4c-4dea-a250-f5359797b0b3,e1363a7a-1c05-44ec-af82-97417db42f08,1013.8543403026936,7305.253452651315,2025-02-06 20:04:58,39,Unemployed,ATM Withdrawal,iOS,685,2,India,4,3,0.6356197528430448,29,1537.1786662083057,6291.399112348621,0.0,-1.0421192448858738,1
9115b41c-63ea-4659-a7ee-f6f18f17b85c,7fb1744c-315a-4b1b-990f-bc301068d29c,4136.0076374927485,3699.762648054677,2024-12-17 23:25:45,68,Unemployed,Wire Transfer,Linux,644,3,UK,3,1,0.1470314464263012,7,874.8284572642137,-436.244989438072,0.0,1.1369615094915035,1
c6d892c9-6823-45f3-b4cd-1156fec7b50f,63d48175-f051-497a-9f55-1bc5e7ee5c1d,3748.746804977188,15211.936153830202,2024-12-21 16:00:54,73,Student,ATM Withdrawal,macOS,521,2,USA,1,0,0.950221155078843,5,1378.7672076122014,11463.189348853017,0.0,0.8666760536753825,1
10c222e6-1ef1-4f78-b8b8-385ad970a23e,f7965db9-ef13-4145-afa1-0bf89e6a519c,1173.686919677206,17536.727179233374,2025-02-26 04:38:42,32,Retired,Wire Transfer,macOS,349,3,Nigeria,3,4,0.0472745679856537,15,103.91295380813315,16363.040259556168,0.0,-0.930565434267108,1
c1fae76a-77bc-41a9-a271-e2777807d3f7,4453aba8-0a94-49cc-850a-a03502cdcff8,4219.098007786433,17981.109484696084,2025-01-12 01:12:54,48,Employed,Online Purchase,iOS,488,3,UK,1,1,0.3325266351164239,16,1260.3306855414096,13762.01147690965,0.0,1.1949537377859991,1
10140da7-e52f-4e03-9053-a43f142c1109,191e841f-b0d3-489d-b587-37177dc800d8,2722.7406071301,17878.184915240472,2024-06-23 11:54:35,47,Student,ATM Withdrawal,macOS,735,1,India,1,2,0.6249751726558362,4,965.723849862692,15155.444308110373,0.0,0.1505836178514668,0
4edce959-ae68-4592-9ea8-81d47735dcd4,7a2eaf79-62d0-4570-963f-ae7e73ec6207,2904.6166274824,19511.95866222284,2024-11-25 21:04:23,44,Employed,Online Purchase,Windows,453,3,Nigeria,0,4,0.8844153707238771,15,366.8516729977016,16607.34203474044,0.0,0.2775224635478443,1
f7007461-8e94-41fd-9078-c92a66299b36,4cc84388-34fd-4160-b217-88f16e3fdef8,1366.4602171735485,12244.045453310637,2025-02-20 09:19:43,44,Student,ATM Withdrawal,iOS,686,1,India,3,0,0.7982016298154039,15,1062.0073604615552,10877.585236137087,0.0,-0.7960209252225946,1
53c80a4c-2020-49fd-84dc-9b6104acf702,ee326075-a4a1-41fd-b601-b4af03b17a97,1510.8458881056226,3215.429924574992,2024-07-21 17:10:16,49,Unemployed,Online Purchase,Linux,671,3,Nigeria,0,2,0.6191646901489893,1,1029.529417097224,1704.5840364693695,0.0,-0.6952481550261043,1
60b8cd23-c8d2-4569-9b48-82c1cf812694,3c3ab559-dd1f-4134-af8c-32ec5fc95c4e,21.852852253682112,12695.409992208755,2025-01-14 10:48:05,57,Employed,ATM Withdrawal,Linux,846,2,UK,0,0,0.3528380197466622,5,431.33308199721296,12673.557139955075,0.0,-1.734478378201593,0
f28d7a39-2af8-4510-8c1a-5738fe77d8a2,9b5e19f8-0b51-405f-a76a-1711126f5918,47.39377057262493,7568.52174898528,2024-08-09 21:58:38,42,Employed,Wire Transfer,macOS,770,2,Nigeria,4,3,0.9810997202842064,25,1333.8803949584374,7521.127978412655,0.0,-1.7166523080954186,1
9dd82517-4a7e-4048-9993-c3c84c8f74d2,f8579caf-9a1b-40f8-86c1-fda64d943d13,3244.956529772014,10810.677151450618,2025-02-10 22:00:42,25,Retired,Wire Transfer,Linux,691,3,Nigeria,0,2,0.2709016439890164,1,1253.182461066557,7565.7206216786035,0.0,0.5150598489457497,1
713033ea-8025-4be5-b6d8-0b919ab0bed8,1076414e-8a00-48dd-ab01-842286f289a3,4619.461139360037,17500.20336295844,2025-03-24 10:59:39,18,Student,Online Purchase,Windows,834,3,Germany,3,1,0.2074388142874169,22,126.02931647581283,12880.742223598403,0.0,1.4743838335341743,1
76d38657-3bc0-4635-815b-fcd16197bc39,c8880b72-3664-4757-8ef9-e90499e8088c,1756.278156138337,14644.955994598702,2024-09-18 03:51:11,50,Unemployed,ATM Withdrawal,Windows,333,1,China,4,4,0.8525647955532749,8,297.35179707946725,12888.677838460366,0.0,-0.5239507583689273,1
5679b879-a035-4f53-bbf1-3ddf9843876a,20d19cdd-8afa-438d-9503-06fcf66b0fd9,1695.5928476264453,10141.112803492488,2024-04-08 16:53:41,34,Employed,Online Purchase,Windows,320,1,China,3,1,0.5017541486605497,9,1668.499143943069,8445.519955866042,0.0,-0.5663055613732293,1
72ddd399-2b6c-4485-b2df-879b64ca2b6b,bf63d968-322e-4d55-9b8e-c491de56abf6,1165.8131401394708,14159.74044252184,2025-03-12 11:56:33,35,Retired,Online Purchase,macOS,620,2,Nigeria,0,2,0.0458098535718279,0,1896.375253451376,12993.927302382368,0.0,-0.9360608727743496,1
c61c7992-44b0-47c4-a913-9280c21b04ba,a0165fad-a3b8-4996-8c65-093addfd0012,1598.557560004782,1214.0374602006036,2024-07-21 10:48:03,75,Student,Online Purchase,iOS,539,1,Nigeria,4,3,0.726162486743955,28,599.0848325037892,-384.52009980417847,0.0,-0.6340305279666836,1
78aebe0b-9d89-4d76-a78e-2cda3efa0063,86add412-aead-4bef-8f05-8219fe5fdfce,1619.6674342739482,12853.745277308655,2025-01-26 10:06:29,20,Unemployed,Online Purchase,Windows,690,2,Germany,0,3,0.0338487940817704,8,1949.446632548888,11234.077843034707,0.0,-0.6192970679573157,1
406e30ef-fed9-41d0-8f71-818f068a1d01,fc87a238-9976-402a-847c-27ffe5705a6d,2601.555674025398,14948.08383416128,2024-04-17 16:20:37,50,Student,Online Purchase,iOS,335,2,Germany,3,4,0.2849409551009353,5,1168.0584935560623,12346.528160135882,0.0,0.0660036083795962,1
a30e8c5e-ccfa-469c-8969-ec94d5ecd8d6,713e07a9-934a-4536-ae4c-e0880ef117fb,3053.004979477145,13695.61547078641,2025-01-04 02:43:52,73,Student,ATM Withdrawal,Android,318,1,China,4,3,0.6527154429393445,11,479.2409910309936,10642.610491309264,0.0,0.3810888714806451,1
56f2f075-eda1-4e30-b3c9-c43800cb50b1,b7c385e9-2ed3-4233-ac4a-76b6b184dfcf,4401.560919175445,1869.8727726799348,2024-10-12 14:34:43,72,Student,Wire Transfer,macOS,587,3,USA,0,3,0.2171664709270109,18,805.1821460541029,-2531.68814649551,0.0,1.322302199167861,0
673eaf2b-ee7d-4fdb-9390-0a4b58a32b44,dbb3bec8-acee-4143-841d-c58f1a29fe9d,2112.4005459507875,3182.409023692352,2024-12-10 11:22:04,43,Unemployed,ATM Withdrawal,Linux,676,1,Germany,2,2,0.822013853774112,3,1190.1790224131928,1070.0084777415643,0.0,-0.2753981179391289,1
b98c1490-e0b3-42a5-9654-e5b457a9c634,5d9cc271-1d92-4b0e-a209-34475ab33a68,1861.3719982252744,1226.289674933151,2024-10-06 03:11:16,35,Unemployed,Online Purchase,Windows,610,1,Nigeria,2,4,0.4330938262103735,21,1501.0967281997544,-635.0823232921232,0.0,-0.4506013911545346,1
6523917b-8a84-4f34-93bd-c31afb3761bc,c2690ba5-389c-4ab9-abc7-c0e216a6f3e0,1851.5311694264688,9086.321244829218,2024-12-31 09:53:23,27,Unemployed,Wire Transfer,macOS,492,1,USA,0,1,0.7809630859008266,21,1810.1843655733912,7234.790075402749,0.0,-0.4574697152249444,1
df16be8e-7bc5-4526-8346-737ccc7a83c5,481e24f0-982b-49e1-be32-b6712db90bf5,4080.505502604117,14060.750635184251,2024-04-12 11:40:02,24,Retired,Wire Transfer,Linux,366,2,Germany,2,1,0.5341957184179794,15,1531.0332460993852,9980.245132580136,0.0,1.098224259122816,1
4853c1c9-eef5-4870-b394-293a46d5006c,a12296b7-02ff-4406-b5c5-92d3f4965bc7,4045.017083294778,7002.564057348183,2024-08-05 08:46:59,30,Student,ATM Withdrawal,macOS,304,2,China,3,0,0.1041153994278923,29,600.5881538675868,2957.5469740534054,0.0,1.0734554139831958,1
738a394b-eeb1-4302-a06f-a821b61a1216,fc031077-a00e-4015-a879-1b7409253877,3515.7142292219005,11790.610477196818,2025-01-28 04:22:08,32,Student,Wire Transfer,macOS,546,3,China,4,0,0.3009081747101706,25,685.046446463156,8274.896247974917,0.0,0.7040329184301167,1
b1da3b32-f6b7-4d19-9a98-c5b67ec8d7af,a225a1c6-3b30-47e4-a61c-004447b3e5f8,3433.947351582672,2362.282587271221,2024-11-14 19:15:54,50,Unemployed,Online Purchase,iOS,751,1,China,4,3,0.5676471357133183,13,1075.386016247235,-1071.664764311451,0.0,0.646964410753209,1
f5e58d45-6c8c-46c4-9f64-4dc26416bed5,72edecea-ab81-4eda-9153-623ad4c33c9a,1043.468403440109,10797.502546336833,2024-09-08 23:55:41,63,Student,ATM Withdrawal,Linux,483,1,Germany,0,2,0.6758998506545295,16,1678.7527587651027,9754.034142896722,0.0,-1.0214503574549665,1
d495f284-aeb7-4ab7-bec3-482413c1b26f,a45f181f-a890-4153-a037-f2df469b3e9e,4824.960876603778,13276.79228658467,2024-12-07 17:52:44,20,Employed,Online Purchase,iOS,334,2,China,0,4,0.1571481887642605,20,1263.873154260971,8451.831409980892,0.0,1.6178106546516595,1
8b4afa60-4284-4398-b427-256afc1e349c,895d003e-2384-4e64-aa49-283f93ea4049,3724.45055959736,9250.778859289594,2024-11-29 16:31:10,31,Retired,Online Purchase,Linux,452,2,USA,3,1,0.0933109240274052,25,889.3204346647467,5526.328299692234,0.0,0.8497186926263709,1
